life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
61.73,7.7,9.72,3191.73,0.5613,Medium
72.22,11.04,13.89,51378.63,0.8297,Very High
69.94,10.38,14.25,11801.48,0.7433,High
67.35,9.02,12.68,25863.37,0.7362,High
75.51,10.5,17.58,36776.31,0.8613,Very High
69.93,6.83,9.13,8901.65,0.6305,Medium
58.22,4.8,5.82,2678.95,0.4545,Low
47.43,3.52,7.9,748.27,0.351,Low
75.39,7.71,13.68,21649.39,0.7612,High
83.58,12.18,17.02,66846.23,0.9453,Very High
76.16,8.2,14.47,12527.92,0.7523,High
74.37,10.51,13.79,24029.53,0.7979,High
61.43,3.72,7.61,818.69,0.4079,Low
77.94,13.48,15.81,71904.05,0.9232,Very High
67.76,4.63,12.08,6887.16,0.6128,Medium
60.11,5.53,8.68,5264.54,0.5396,Low
50.84,3.39,4.61,2419.9,0.3804,Low
85.09,10.56,15.27,59538.07,0.9083,Very High
78.1,9.78,13.75,53998.57,0.8441,Very High
78.63,11.42,14.64,44139.84,0.8677,Very High
63.78,6.2,9.77,3277.44,0.5536,Medium
47.1,1.24,7.86,1013.65,0.3358,Low
80.46,12.49,14.94,55407.66,0.9036,Very High
75.14,6.79,11.67,9729.93,0.6861,Medium
61.32,4.26,10.42,6106.34,0.5544,Medium
61.71,2.93,5.99,861.96,0.3806,Low
58.2,3.17,7.13,749.26,0.3787,Low
63.18,6.62,9.46,10053.48,0.6071,Medium
84.63,13.23,16.64,63645.39,0.9566,Very High
58.95,3.02,7.21,1935.7,0.4321,Low
61.05,1.45,8.73,2965.71,0.4547,Low
68.98,8.51,11.89,29187.17,0.7347,High
49.28,1.39,8.3,979.52,0.3503,Low
73.67,9.9,12.89,20725.31,0.7707,High
45.47,4.31,5.96,2726.62,0.3925,Low
62.9,5.51,7.93,6532.76,0.5521,Medium
70.13,10.22,12.95,23324.01,0.7634,High
82.07,10.95,16.54,70453.17,0.9204,Very High
50.75,2.69,5.92,3110.69,0.3967,Low
77.93,15.0,16.27,49087.65,0.926,Very High
62.92,11.36,13.63,23490.04,0.7443,High
50.94,3.14,5.21,1944.55,0.3762,Low
82.23,10.21,16.86,37629.93,0.8851,Very High
51.62,2.32,6.8,1837.78,0.3848,Low
70.07,6.29,9.8,6002.08,0.6124,Medium
74.38,8.41,11.06,18476.66,0.7291,High
50.2,4.33,7.89,2325.46,0.4313,Low
48.75,5.37,6.52,501.69,0.3385,Low
69.11,8.86,16.54,32296.08,0.7925,High
48.67,2.36,6.18,3084.48,0.3852,Low
70.07,6.1,9.49,10464.5,0.6321,Medium
80.45,12.59,17.62,43812.87,0.9192,Very High
82.34,13.71,15.81,34349.6,0.9118,Very High
58.12,8.2,11.32,6735.41,0.6029,Medium
64.72,4.64,8.37,4569.17,0.5358,Low
75.64,6.58,14.16,12598.47,0.7263,High
78.79,14.7,16.4,70516.58,0.9462,Very High
48.13,1.71,5.05,1113.88,0.3144,Low
70.08,8.53,11.5,29127.06,0.7361,High
68.08,9.94,13.56,19094.11,0.7462,High
72.93,11.11,14.43,14938.33,0.7802,High
64.06,5.71,11.61,5426.76,0.5942,Medium
72.45,7.63,12.3,10004.17,0.6942,Medium
62.35,3.74,5.56,2368.06,0.443,Low
65.88,4.77,9.35,4560.36,0.5546,Medium
65.21,4.05,9.13,4616.22,0.5388,Low
69.36,9.58,11.69,18469.07,0.7278,High
69.33,4.3,11.08,2767.17,0.5558,Medium
75.23,7.83,13.81,22608.01,0.7655,High
68.08,8.69,11.03,19779.06,0.706,High
69.48,6.2,10.07,9525.89,0.634,Medium
60.85,7.16,9.73,2954.19,0.547,Low
64.58,4.11,9.53,4639.74,0.5426,Low
77.92,11.12,18.57,44614.99,0.8942,Very High
48.73,1.31,7.95,2281.52,0.3807,Low
81.36,14.43,16.62,39865.14,0.9303,Very High
61.71,6.56,10.87,5797.51,0.5895,Medium
83.98,12.72,16.93,35972.71,0.9216,Very High
80.16,11.46,18.02,50376.15,0.9155,Very High
76.64,10.63,15.36,59902.0,0.8695,Very High
77.3,10.93,16.4,65723.7,0.8913,Very High
61.3,4.2,6.19,673.63,0.385,Low
71.09,9.62,10.48,23960.74,0.7355,High
49.81,4.41,4.92,2822.81,0.4034,Low
65.14,4.38,11.0,3855.56,0.5572,Medium
75.26,11.23,17.84,43296.34,0.8785,Very High
60.78,3.99,6.35,2879.73,0.4619,Low
59.32,9.19,12.17,6968.52,0.6299,Medium
73.52,11.34,14.01,30471.25,0.8173,Very High
66.9,7.61,10.11,3064.89,0.5842,Medium
66.12,7.39,7.98,10203.34,0.6144,Medium
68.68,9.78,14.31,23283.16,0.764,High
76.8,12.72,14.91,34701.59,0.865,Very High
79.64,14.5,16.11,63991.33,0.9411,Very High
59.84,5.35,8.62,11535.29,0.5685,Medium
57.31,2.1,5.3,1610.8,0.3741,Low
73.05,13.84,15.06,74881.92,0.8953,Very High
82.12,11.66,16.07,60570.78,0.9175,Very High
77.58,13.01,17.96,51250.42,0.9199,Very High
67.69,7.82,11.82,24150.77,0.7101,High
64.16,6.84,9.42,10258.91,0.6151,Medium
85.7,14.19,14.9,72200.4,0.9589,Very High
72.9,13.59,14.94,68256.61,0.8863,Very High
65.31,5.43,10.37,5304.49,0.5811,Medium
71.52,8.99,14.44,24774.2,0.7733,High
46.58,4.27,8.19,1807.84,0.4044,Low
70.27,4.24,9.12,7809.93,0.5857,Medium
79.23,12.44,14.7,54036.9,0.8933,Very High
83.65,12.82,18.83,64712.24,0.9612,Very High
69.22,9.77,12.16,11554.55,0.7116,High
73.8,8.57,11.64,11858.69,0.7138,High
51.73,3.44,7.85,745.69,0.3666,Low
82.78,10.6,17.61,35403.8,0.8968,Very High
59.51,3.52,8.36,6606.71,0.5123,Low
49.39,3.82,4.67,1321.14,0.3564,Low
56.84,6.64,10.97,8593.06,0.5853,Medium
78.69,11.59,15.3,62440.23,0.8931,Very High
76.65,8.71,11.96,17865.58,0.7518,High
81.53,12.87,15.7,56160.18,0.9218,Very High
61.85,6.19,9.77,6044.11,0.5755,Medium
73.17,11.61,13.23,26815.82,0.8048,Very High
59.61,8.31,11.41,4445.42,0.592,Medium
81.21,11.82,14.67,32993.79,0.8711,Very High
72.22,8.67,15.91,20553.81,0.7788,High
70.64,3.74,11.39,5383.87,0.5914,Medium
80.72,13.71,13.64,37075.4,0.887,Very High
57.93,2.29,6.21,3404.01,0.4261,Low
74.99,9.77,15.43,11441.86,0.7702,High
76.88,12.09,15.58,58868.34,0.8899,Very High
79.77,14.38,14.5,35498.84,0.896,Very High
86.0,13.37,14.89,57339.52,0.9376,Very High
77.92,15.0,16.77,66614.86,0.9454,Very High
59.02,4.11,7.84,3025.75,0.4788,Low
67.69,7.79,9.59,7896.75,0.634,Medium
60.8,1.14,3.93,2345.5,0.3532,Low
52.74,2.87,9.65,1311.17,0.4146,Low
77.59,10.82,18.16,66894.55,0.9083,Very High
75.75,12.97,14.32,42901.92,0.8671,Very High
57.12,1.07,5.03,867.0,0.3197,Low
59.71,6.8,9.78,9808.75,0.5953,Medium
65.51,6.38,8.87,2971.94,0.5482,Low
64.62,8.49,10.66,6736.55,0.6324,Medium
56.77,5.45,9.77,6310.19,0.5435,Low
77.73,11.72,17.29,60356.47,0.9078,Very High
62.74,7.52,11.23,3504.39,0.5835,Medium
79.93,10.22,16.21,35970.65,0.8655,Very High
72.05,7.29,11.63,11933.04,0.6892,Medium
66.93,7.56,10.8,13340.86,0.6654,Medium
68.46,10.12,11.48,16143.63,0.7217,High
72.22,7.76,11.81,20130.72,0.7229,High
72.65,8.58,15.17,24547.66,0.7809,High
68.89,8.73,14.71,22557.05,0.7552,High
62.5,2.14,8.28,684.76,0.3855,Low
76.93,14.37,16.41,66801.04,0.93,Very High
80.44,15.0,15.45,59720.67,0.9414,Very High
64.58,6.68,10.47,10492.8,0.6279,Medium
57.92,5.26,11.49,7233.86,0.5714,Medium
80.09,10.43,18.36,67003.48,0.9167,Very High
48.19,3.15,7.71,1378.33,0.38,Low
71.32,10.82,13.28,25051.71,0.7833,High
81.31,10.75,17.04,70302.17,0.9192,Very High
79.24,14.91,17.79,66009.16,0.9604,Very High
44.95,3.57,7.53,3432.03,0.4067,Low
71.75,8.3,15.39,15413.32,0.7528,High
75.69,14.78,15.91,36079.28,0.8931,Very High
85.17,11.73,16.9,29772.43,0.9047,Very High
67.92,10.71,15.74,26428.66,0.7902,High
60.14,3.64,3.52,1529.11,0.382,Low
72.42,8.76,13.18,21703.18,0.7556,High
83.18,13.35,15.23,48238.29,0.9235,Very High
69.1,9.22,12.76,24164.88,0.7456,High
64.75,7.35,11.4,6648.46,0.6259,Medium
62.98,5.48,12.05,6881.93,0.6025,Medium
70.19,9.34,11.46,19074.18,0.7279,High
83.07,10.29,15.03,65075.24,0.8972,Very High
88.48,12.47,15.96,70639.96,0.9478,Very High
67.5,4.39,11.56,6562.44,0.5999,Medium
53.58,3.47,6.61,1217.14,0.3879,Low
58.12,2.25,6.11,2304.19,0.4083,Low
60.94,4.3,8.28,1366.17,0.4528,Low
81.2,10.42,13.64,40631.93,0.8529,Very High
73.63,6.99,14.76,22538.33,0.7573,High
68.79,7.15,11.13,6874.66,0.6403,Medium
52.39,4.37,5.72,3070.63,0.4282,Low
70.94,9.99,10.85,32113.58,0.7569,High
54.91,1.96,6.48,2835.59,0.4052,Low
67.5,5.21,10.88,7262.24,0.6082,Medium
73.7,8.27,12.87,30054.35,0.7668,High
63.02,6.19,11.1,8588.93,0.6119,Medium
62.18,6.88,12.59,3129.01,0.5803,Medium
69.62,9.23,12.15,8985.29,0.6942,Medium
62.22,7.28,9.24,9870.71,0.6083,Medium
55.2,4.4,5.63,1805.78,0.4154,Low
70.18,6.89,13.67,29108.34,0.7387,High
52.68,2.56,7.03,2035.54,0.4004,Low
82.68,11.75,18.31,64321.49,0.9435,Very High
70.57,9.54,14.47,25289.26,0.7765,High
64.38,6.13,12.08,6611.55,0.6156,Medium
61.24,2.52,6.95,2297.07,0.4366,Low
57.22,5.6,8.7,3306.53,0.506,Low
68.39,6.19,11.49,2790.3,0.5816,Medium
56.53,4.98,8.07,2892.06,0.4812,Low
72.83,8.4,14.25,15940.27,0.7493,High
69.97,7.29,12.68,10889.41,0.6869,Medium
74.95,8.58,11.87,14523.26,0.7315,High
48.42,2.18,5.51,2939.4,0.3694,Low
60.13,5.12,9.54,2874.03,0.5148,Low
68.53,7.0,10.61,14395.15,0.6664,Medium
77.83,13.07,16.17,68789.15,0.9193,Very High
62.9,5.63,10.57,5758.72,0.5794,Medium
76.76,13.51,15.96,58710.61,0.9092,Very High
80.5,9.96,16.34,37158.84,0.868,Very High
66.9,3.92,10.46,6140.02,0.5738,Medium
61.81,5.67,10.43,2502.04,0.5311,Low
80.1,12.82,16.03,35933.33,0.8951,Very High
66.08,5.49,12.65,6921.52,0.6236,Medium
74.01,10.23,13.82,19389.94,0.7826,High
75.18,7.92,12.89,29632.55,0.7686,High
56.5,2.85,5.9,633.8,0.3435,Low
58.8,9.24,10.03,6262.25,0.6026,Medium
71.08,7.86,14.15,34140.05,0.7683,High
84.78,11.09,15.89,35367.23,0.8948,Very High
62.99,6.63,10.44,9897.25,0.6167,Medium
59.58,3.27,5.11,1304.39,0.3899,Low
61.69,3.65,3.78,3275.29,0.4246,Low
82.21,15.0,14.71,55207.81,0.9395,Very High
76.25,10.85,10.38,26918.43,0.7804,High
72.49,9.23,12.47,27439.0,0.7651,High
82.3,10.37,14.34,51864.58,0.8765,Very High
67.72,4.69,11.74,3091.43,0.5684,Medium
71.75,9.98,11.03,11835.96,0.7159,High
82.52,10.28,14.55,46664.71,0.8737,Very High
59.45,1.98,8.35,2376.09,0.4422,Low
71.32,5.34,10.21,7444.27,0.6191,Medium
57.17,2.06,5.82,902.62,0.3524,Low
71.15,8.72,10.44,23238.2,0.7218,High
69.49,9.81,10.7,16186.3,0.7148,High
73.26,8.26,9.8,27979.7,0.7255,High
56.26,2.23,8.23,646.22,0.3625,Low
69.03,4.45,8.44,5697.29,0.5608,Medium
74.63,8.39,12.04,12069.34,0.7203,High
80.08,12.66,14.68,36602.4,0.881,Very High
80.28,11.91,17.72,37094.18,0.9033,Very High
68.06,9.8,13.16,8696.13,0.7016,High
57.05,5.11,5.7,2623.52,0.4522,Low
79.69,10.92,17.21,57108.51,0.9051,Very High
79.81,13.62,15.91,38524.78,0.905,Very High
74.55,9.97,16.68,62188.84,0.8656,Very High
76.77,11.07,14.63,74156.98,0.8777,Very High
60.91,3.23,8.98,5446.4,0.5139,Low
78.19,12.55,17.86,34020.35,0.8967,Very High
63.5,2.89,4.61,2928.8,0.4248,Low
53.51,1.13,4.31,3747.84,0.354,Low
73.33,9.15,13.73,16577.04,0.7575,High
84.98,11.24,15.45,64913.36,0.9229,Very High
63.92,7.56,8.79,9041.78,0.6111,Medium
65.49,7.6,10.46,2507.7,0.5701,Medium
56.29,1.61,3.41,1543.88,0.3249,Low
84.3,11.41,17.46,43950.74,0.9232,Very High
72.8,8.66,13.6,24105.16,0.7655,High
48.37,2.77,7.99,2271.24,0.4015,Low
68.21,7.05,11.86,6600.03,0.6423,Medium
49.68,4.23,6.95,3108.89,0.4294,Low
69.61,9.17,13.38,24398.6,0.7543,High
74.83,10.24,14.58,62956.43,0.8495,Very High
51.39,2.33,8.44,2114.6,0.4111,Low
72.43,11.59,12.84,19448.74,0.7814,High
50.62,2.37,8.21,2657.18,0.4154,Low
78.3,10.4,15.53,34994.68,0.8515,Very High
64.18,6.26,9.55,2615.38,0.5416,Low
63.72,7.8,11.8,8846.47,0.6445,Medium
73.46,10.99,15.69,24331.71,0.8181,Very High
44.21,3.16,8.14,549.23,0.3167,Low
65.24,5.55,8.5,4595.67,0.5533,Medium
72.26,9.79,14.58,12593.75,0.7546,High
72.06,9.46,15.1,29921.0,0.7973,High
79.05,13.23,15.74,62591.74,0.919,Very High
43.69,2.94,7.06,2993.59,0.3805,Low
46.87,5.07,4.48,2404.97,0.3877,Low
83.16,13.18,14.27,69924.53,0.9297,Very High
61.76,5.07,10.26,5470.65,0.5608,Medium
82.95,11.97,14.4,43997.83,0.8927,Very High
65.07,7.63,9.28,7512.87,0.6143,Medium
84.75,14.36,15.18,77728.22,0.9644,Very High
57.86,2.21,9.15,1063.07,0.4085,Low
71.37,7.08,10.07,24318.46,0.6967,Medium
69.09,9.56,12.93,18424.71,0.7389,High
70.51,9.71,11.91,12918.71,0.7202,High
78.12,13.56,17.33,53782.39,0.9254,Very High
84.28,12.22,17.06,40861.56,0.925,Very High
73.81,10.66,13.72,18710.93,0.7839,High
72.06,7.93,13.12,9899.57,0.7045,High
52.21,4.08,7.3,1498.06,0.4095,Low
73.81,11.09,12.45,19181.57,0.7777,High
53.11,1.5,4.25,1797.23,0.3342,Low
83.26,14.71,14.8,46484.89,0.9337,Very High
75.76,14.48,15.92,43795.16,0.9,Very High
76.33,9.04,13.85,20124.39,0.7809,High
63.26,7.94,11.39,6813.53,0.627,Medium
54.73,3.15,7.02,1815.18,0.4124,Low
75.59,12.69,17.38,35089.39,0.8818,Very High
46.33,5.44,8.22,667.02,0.3624,Low
79.4,14.58,14.9,77624.92,0.9368,Very High
66.09,5.77,12.06,6441.71,0.6173,Medium
79.09,11.23,18.36,50328.87,0.9074,Very High
61.44,6.42,11.42,9727.68,0.6164,Medium
48.25,2.9,6.65,2002.39,0.3811,Low
67.68,9.96,15.18,24524.55,0.7716,High
78.76,14.48,16.18,30390.48,0.8995,Very High
75.34,14.35,15.91,72437.0,0.9203,Very High
69.73,5.47,11.43,3018.82,0.5817,Medium
74.9,8.68,14.98,14492.39,0.7651,High
68.11,10.71,13.85,30897.87,0.7805,High
45.15,3.1,7.62,1723.45,0.3743,Low
82.33,14.43,14.55,45529.85,0.9224,Very High
60.7,2.92,3.98,3086.0,0.4069,Low
58.66,5.32,5.86,983.92,0.4119,Low
67.7,4.84,11.75,7782.43,0.6174,Medium
70.13,10.76,10.99,22605.48,0.7485,High
57.54,7.35,9.94,2725.66,0.5316,Low
83.0,13.89,17.63,55956.23,0.9592,Very High
57.4,1.48,4.02,1037.23,0.32,Low
63.39,5.1,11.71,10578.07,0.6152,Medium
67.47,7.8,13.34,13181.07,0.6976,Medium
59.63,4.61,6.12,2778.73,0.4628,Low
58.71,3.21,4.78,2695.07,0.4142,Low
67.14,6.94,11.23,3449.36,0.5951,Medium
77.18,13.92,17.75,65636.53,0.9379,Very High
48.35,3.02,4.9,1815.22,0.3563,Low
75.66,7.69,10.57,20358.85,0.7231,High
69.82,9.89,14.17,21192.58,0.7655,High
79.66,12.84,17.42,40752.08,0.9126,Very High
58.67,6.05,11.02,6760.7,0.5772,Medium
65.96,6.08,10.61,3973.79,0.5805,Medium
50.99,3.02,7.64,950.68,0.3703,Low
63.43,4.56,10.75,4410.63,0.5563,Medium
77.32,11.38,17.13,57313.15,0.8977,Very High
80.01,14.63,17.13,33201.33,0.9206,Very High
68.9,7.82,11.51,26295.48,0.7163,High
66.09,5.47,10.47,5677.72,0.5893,Medium
72.36,10.14,12.81,31488.33,0.786,High
57.83,1.13,5.84,2783.13,0.388,Low
85.99,13.49,14.27,47002.11,0.9231,Very High
70.72,5.81,10.01,6461.46,0.6142,Medium
68.66,8.64,12.79,9482.74,0.6919,Medium
71.81,9.78,12.78,18798.66,0.7543,High
68.51,6.94,11.85,5897.41,0.6364,Medium
84.24,15.0,15.28,42565.77,0.9419,Very High
72.32,8.32,13.7,26091.41,0.7635,High
67.78,8.09,12.41,16802.03,0.7045,High
62.52,4.05,5.66,2941.98,0.4604,Low
67.28,4.88,11.88,7954.88,0.6188,Medium
82.23,13.31,15.58,65986.73,0.9371,Very High
75.72,11.49,12.44,23026.82,0.8006,Very High
70.28,7.09,11.87,22756.54,0.7108,High
77.04,10.04,18.17,38352.56,0.8699,Very High
83.21,11.34,17.84,43326.46,0.9203,Very High
61.55,2.18,7.35,1474.9,0.4159,Low
57.5,1.88,6.52,702.69,0.346,Low
85.33,11.49,17.53,54287.63,0.9389,Very High
59.57,0.86,3.96,2216.55,0.3406,Low
74.55,11.68,15.18,40484.74,0.8514,Very High
46.63,0.51,9.42,2268.36,0.3777,Low
61.12,5.79,8.16,9428.2,0.567,Medium
48.71,4.68,5.33,2805.54,0.4074,Low
77.27,11.85,16.4,33209.82,0.8694,Very High
82.57,8.81,17.11,61149.5,0.8952,Very High
57.31,2.64,6.41,649.27,0.3509,Low
72.32,8.63,12.15,17934.25,0.7335,High
83.49,13.61,18.63,57839.06,0.9637,Very High
70.18,6.31,11.18,8407.45,0.6457,Medium
72.3,6.87,11.63,31774.06,0.7285,High
84.28,15.0,16.11,61752.4,0.9689,Very High
86.36,10.68,15.24,42213.8,0.8928,Very High
82.42,10.76,15.02,66672.57,0.9012,Very High
46.77,5.24,8.64,2264.36,0.4317,Low
71.02,6.5,13.59,25528.19,0.731,High
68.56,8.85,14.56,30156.15,0.7667,High
49.86,4.09,5.93,1891.63,0.3946,Low
47.57,5.1,4.98,3110.15,0.408,Low
73.86,6.86,12.82,17128.64,0.722,High
54.36,2.95,6.07,3200.3,0.4197,Low
69.9,7.25,12.96,30389.25,0.736,High
53.84,2.82,8.17,1741.69,0.4163,Low
73.63,10.42,11.72,21549.67,0.7665,High
52.91,1.21,6.88,796.85,0.3324,Low
52.59,3.15,7.44,2207.48,0.418,Low
76.03,13.17,16.28,62386.23,0.9073,Very High
68.14,6.92,11.24,22325.04,0.69,Medium
56.82,5.26,7.2,3060.46,0.479,Low
50.81,2.51,5.29,719.56,0.3194,Low
76.21,8.19,11.3,17170.42,0.7334,High
64.26,4.4,9.91,3567.54,0.5374,Low
73.55,9.95,13.77,29748.06,0.797,High
47.92,3.09,4.83,1142.85,0.3346,Low
52.98,2.72,6.28,2863.69,0.4084,Low
60.44,5.18,10.34,8798.87,0.5784,Medium
67.49,6.17,10.07,7939.32,0.6166,Medium
59.77,6.31,8.36,8999.98,0.5689,Medium
63.32,2.59,6.93,1860.37,0.4345,Low
72.36,7.58,14.76,26061.11,0.7655,High
45.97,1.92,7.49,2655.82,0.3776,Low
66.47,4.77,9.96,10659.5,0.6034,Medium
65.84,5.11,9.23,10042.33,0.5939,Medium
71.41,6.92,11.54,23563.28,0.7111,High
72.36,8.21,12.92,9644.21,0.7058,High
72.24,9.53,11.7,18020.43,0.74,High
76.45,7.33,14.3,29578.34,0.7824,High
80.03,11.62,15.78,34851.82,0.8769,Very High
69.01,6.15,10.62,9108.01,0.6357,Medium
77.52,10.9,17.01,50339.54,0.8858,Very High
57.75,4.78,6.86,1733.59,0.4441,Low
47.9,2.09,4.54,330.17,0.2476,Low
56.24,3.21,5.0,2045.59,0.3968,Low
66.07,7.37,8.72,6345.75,0.6008,Medium
78.06,11.05,16.61,43781.89,0.8798,Very High
67.22,8.63,12.43,27262.5,0.7304,High
67.66,5.44,11.61,5738.67,0.6092,Medium
81.52,12.12,16.0,48350.54,0.9084,Very High
51.5,2.34,6.26,3249.42,0.4004,Low
69.65,9.66,14.13,9400.12,0.7208,High
70.29,7.89,13.27,28736.7,0.7476,High
70.31,9.98,14.16,11010.07,0.7362,High
78.49,11.67,14.39,63456.89,0.8844,Very High
66.96,9.81,12.44,26447.38,0.7425,High
72.06,7.84,11.11,9294.68,0.6786,Medium
55.23,2.22,6.6,1445.24,0.3832,Low
49.59,2.95,6.33,3023.0,0.4007,Low
72.65,9.14,14.67,34257.49,0.7982,High
48.46,3.21,5.47,2398.4,0.3789,Low
68.41,12.05,11.14,15239.41,0.7381,High
65.62,7.41,9.09,6202.16,0.6024,Medium
62.69,5.37,9.84,7632.29,0.5794,Medium
74.28,7.96,13.1,28346.43,0.7653,High
56.35,2.37,6.56,2548.0,0.4149,Low
69.11,10.12,13.45,9999.81,0.7203,High
46.86,3.24,8.85,1228.33,0.3812,Low
76.05,10.72,13.55,23813.31,0.8058,Very High
78.49,11.11,15.81,48783.91,0.8798,Very High
64.96,5.5,11.35,10177.75,0.6222,Medium
58.53,3.12,7.07,2845.54,0.4483,Low
81.55,11.37,15.26,78954.75,0.9127,Very High
68.7,6.96,12.41,14719.86,0.6882,Medium
65.82,5.76,10.5,4908.16,0.5853,Medium
74.82,10.68,15.47,67673.16,0.8672,Very High
62.33,5.29,10.01,3741.79,0.545,Low
70.69,7.79,11.87,30172.57,0.7346,High
77.78,13.37,15.94,54792.37,0.9094,Very High
73.63,7.85,12.35,10347.77,0.7045,High
67.59,6.28,8.84,6229.12,0.5923,Medium
81.81,13.24,17.75,51340.95,0.9427,Very High
73.9,6.83,12.6,12294.78,0.7035,High
45.75,2.78,4.45,1587.02,0.3295,Low
63.04,4.52,9.05,10481.05,0.5719,Medium
81.67,10.17,14.87,45853.89,0.871,Very High
65.53,6.79,8.0,9981.45,0.6024,Medium
79.11,9.76,13.88,73151.88,0.8636,Very High
60.32,7.09,10.2,3779.17,0.5613,Medium
78.04,12.73,15.48,60093.1,0.9034,Very High
55.94,2.34,9.28,2782.14,0.4535,Low
71.73,6.01,9.79,5971.25,0.6147,Medium
64.68,6.3,9.59,7970.89,0.6004,Medium
62.85,7.07,9.86,6790.42,0.5982,Medium
73.85,8.11,13.51,21048.99,0.756,High
64.36,1.53,6.29,896.88,0.3709,Low
72.18,8.45,12.2,11609.43,0.7099,High
80.99,10.89,17.01,49260.63,0.9021,Very High
49.71,3.4,5.98,814.13,0.3432,Low
54.99,0.84,3.64,591.79,0.2654,Low
49.07,5.02,9.17,724.95,0.3837,Low
69.96,10.18,13.9,14129.73,0.747,High
68.69,7.11,12.18,6828.5,0.6504,Medium
46.69,4.41,5.19,1734.18,0.3721,Low
81.88,12.15,15.2,77783.52,0.9235,Very High
45.08,2.74,5.64,1183.14,0.3293,Low
80.44,12.61,16.13,30310.43,0.8866,Very High
74.9,9.34,14.88,8462.0,0.7431,High
78.33,14.57,16.62,46846.7,0.9243,Very High
76.35,12.96,15.65,29765.11,0.8646,Very High
64.75,4.32,9.74,9948.55,0.5832,Medium
75.65,9.08,13.01,21675.75,0.773,High
84.23,11.37,14.69,67867.47,0.915,Very High
50.91,1.59,8.22,855.14,0.3514,Low
45.92,4.74,7.76,2882.44,0.4229,Low
54.59,0.71,8.04,2865.62,0.4053,Low
43.44,4.74,5.69,2877.45,0.3867,Low
57.79,3.06,5.96,1344.36,0.3939,Low
61.47,1.29,7.64,3009.06,0.4374,Low
74.85,10.38,11.91,21526.03,0.7738,High
73.5,10.47,15.25,32080.63,0.8215,Very High
77.93,12.97,16.56,43297.66,0.9002,Very High
77.51,10.36,17.06,56032.8,0.8849,Very High
70.52,7.38,13.83,28633.21,0.748,High
79.89,11.35,13.34,52447.07,0.8674,Very High
68.34,10.27,11.7,31978.81,0.7561,High
44.84,4.64,7.39,2575.42,0.4072,Low
62.55,0.95,8.92,549.0,0.3609,Low
83.45,10.19,16.91,54415.97,0.9093,Very High
85.62,14.95,17.25,69591.41,0.9886,Very High
79.61,11.21,14.83,53186.4,0.8806,Very High
82.14,12.6,17.5,45033.32,0.9281,Very High
63.01,7.28,9.87,3791.05,0.5726,Medium
74.59,9.25,12.7,18402.4,0.7591,High
62.92,6.17,9.43,8258.72,0.5905,Medium
70.82,9.54,12.72,9435.2,0.7117,High
66.89,5.54,10.56,4692.7,0.5853,Medium
75.8,13.92,15.67,60539.59,0.9073,Very High
62.11,4.82,12.17,4955.9,0.5754,Medium
65.08,6.76,10.23,3730.04,0.5781,Medium
58.65,1.94,7.64,1330.61,0.4008,Low
73.41,8.45,14.21,26199.89,0.7761,High
45.66,1.84,4.73,3025.71,0.3397,Low
81.56,11.71,14.73,64866.9,0.9047,Very High
68.12,4.65,7.33,4660.29,0.536,Low
80.96,9.67,15.76,80292.37,0.8932,Very High
82.47,13.55,16.69,33542.77,0.9177,Very High
54.31,3.23,7.41,2032.97,0.4223,Low
71.48,9.8,12.87,24739.9,0.767,High
56.44,2.31,4.32,3158.12,0.3862,Low
81.55,14.39,15.09,60396.63,0.9372,Very High
48.14,2.27,6.46,3578.04,0.3907,Low
58.63,2.49,5.92,3217.94,0.4257,Low
68.4,10.67,13.15,27623.06,0.7696,High
72.49,9.73,11.04,14140.13,0.725,High
78.8,12.74,15.2,47122.17,0.8931,Very High
71.04,8.45,13.01,29658.19,0.7572,High
48.75,2.84,4.52,1736.26,0.3475,Low
60.41,4.36,9.09,2855.72,0.5003,Low
77.98,10.59,15.22,55549.02,0.8709,Very High
48.59,2.71,7.64,3541.67,0.4154,Low
76.26,9.97,14.38,8952.51,0.7548,High
77.24,7.47,11.53,9451.02,0.7009,High
74.1,9.42,13.75,32014.17,0.7962,High
67.87,6.08,9.7,5202.52,0.592,Medium
63.35,7.46,11.22,3877.45,0.591,Medium
57.25,0.5,9.11,1479.32,0.3977,Low
74.11,7.03,14.02,24899.1,0.7564,High
48.55,2.47,5.18,707.72,0.3086,Low
72.77,10.27,12.82,22576.02,0.7744,High
50.5,2.72,6.95,3451.5,0.4144,Low
53.61,0.98,5.71,540.72,0.2933,Low
54.83,5.6,6.61,463.89,0.3583,Low
70.71,9.35,14.29,16027.78,0.7513,High
83.44,11.91,16.45,69765.5,0.9377,Very High
83.69,12.48,16.15,41797.63,0.9174,Very High
83.61,11.54,14.65,45698.63,0.8949,Very High
73.58,8.37,13.27,26064.27,0.7656,High
70.84,10.81,12.01,10557.4,0.7255,High
62.98,6.87,9.48,7357.68,0.5957,Medium
72.21,8.91,11.46,27421.16,0.7484,High
66.75,3.07,9.29,7056.81,0.5504,Medium
54.2,3.07,5.74,459.4,0.3166,Low
54.25,1.58,5.41,1529.35,0.3532,Low
81.91,13.11,13.9,66543.79,0.9165,Very High
73.63,8.12,9.89,19549.35,0.7106,High
66.71,7.82,13.08,19957.5,0.7105,High
